,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",State,Arson
9,Christian,95.0,0.0,7.0,2.0,86.0,327.0,116.0,196.0,15.0,missouri,5.0
10,Clay,50.0,1.0,1.0,11.0,37.0,236.0,86.0,131.0,19.0,missouri,3.0
11,Clinton,24.0,0.0,0.0,0.0,24.0,105.0,37.0,52.0,16.0,missouri,3.0
12,Cole,42.0,0.0,1.0,2.0,39.0,278.0,77.0,179.0,22.0,missouri,3.0
13,Dallas,22.0,0.0,3.0,1.0,18.0,138.0,47.0,73.0,18.0,missouri,0.0
14,DeKalb,5.0,0.0,0.0,1.0,4.0,44.0,14.0,24.0,6.0,missouri,1.0
15,Franklin,71.0,2.0,0.0,1.0,68.0,548.0,171.0,325.0,52.0,missouri,2.0
16,Greene,83.0,2.0,35.0,10.0,36.0,1318.0,394.0,782.0,142.0,missouri,7.0
17,Jackson,85.0,2.0,10.0,9.0,64.0,383.0,125.0,220.0,38.0,missouri,3.0
18,Jasper,123.0,2.0,16.0,6.0,99.0,507.0,143.0,302.0,62.0,missouri,0.0
19,Jefferson,196.0,2.0,14.0,15.0,165.0,2284.0,449.0,1565.0,270.0,missouri,15.0
20,Lafayette,10.0,0.0,1.0,0.0,9.0,131.0,38.0,82.0,11.0,missouri,2.0
21,Lincoln,132.0,0.0,4.0,1.0,127.0,189.0,64.0,99.0,26.0,missouri,3.0
22,McDonald,101.0,0.0,2.0,3.0,96.0,387.0,85.0,262.0,40.0,missouri,0.0
23,Moniteau,1.0,0.0,0.0,0.0,1.0,40.0,29.0,5.0,6.0,missouri,0.0
24,Newton3,,0.0,13.0,7.0,,719.0,159.0,475.0,85.0,missouri,21.0
25,Osage,3.0,0.0,1.0,0.0,2.0,42.0,21.0,17.0,4.0,missouri,0.0
26,Platte,41.0,4.0,13.0,4.0,20.0,262.0,66.0,168.0,28.0,missouri,2.0
27,Polk,50.0,0.0,7.0,2.0,41.0,333.0,133.0,174.0,26.0,missouri,3.0
28,Ray,102.0,0.0,3.0,0.0,99.0,111.0,47.0,53.0,11.0,missouri,0.0
29,St. Charles,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,missouri,0.0
30,St. Charles County Police Department,114.0,3.0,18.0,9.0,84.0,789.0,198.0,522.0,69.0,missouri,8.0
31,St. Louis County Police Department,1784.0,25.0,195.0,399.0,1165.0,8291.0,1729.0,5728.0,834.0,missouri,63.0
32,Warren,68.0,0.0,11.0,2.0,55.0,219.0,58.0,141.0,20.0,missouri,3.0
33,Webster,11.0,1.0,3.0,1.0,6.0,256.0,80.0,155.0,21.0,missouri,0.0
34,Adair,8.0,0.0,1.0,0.0,7.0,116.0,46.0,63.0,7.0,missouri,0.0
35,Atchison,1.0,0.0,0.0,0.0,1.0,8.0,1.0,4.0,3.0,missouri,0.0
36,Audrain,22.0,0.0,7.0,2.0,13.0,76.0,22.0,48.0,6.0,missouri,0.0
37,Barry,40.0,0.0,6.0,0.0,34.0,345.0,124.0,190.0,31.0,missouri,1.0
38,Barton,27.0,0.0,0.0,0.0,27.0,97.0,41.0,50.0,6.0,missouri,7.0
39,Benton,80.0,1.0,2.0,4.0,73.0,232.0,81.0,133.0,18.0,missouri,0.0
40,Butler,86.0,2.0,1.0,6.0,77.0,497.0,110.0,338.0,49.0,missouri,0.0
41,Camden4,,4.0,,0.0,79.0,457.0,205.0,229.0,23.0,missouri,7.0
42,Carroll,3.0,0.0,0.0,0.0,3.0,26.0,6.0,19.0,1.0,missouri,0.0
43,Carter,36.0,0.0,5.0,1.0,30.0,60.0,25.0,33.0,2.0,missouri,0.0
44,Cedar,37.0,0.0,1.0,0.0,36.0,101.0,43.0,54.0,4.0,missouri,1.0
45,Chariton,13.0,0.0,0.0,0.0,13.0,50.0,22.0,26.0,2.0,missouri,0.0
46,Clark,12.0,0.0,1.0,1.0,10.0,40.0,5.0,30.0,5.0,missouri,0.0
47,Cooper,7.0,0.0,0.0,1.0,6.0,83.0,29.0,44.0,10.0,missouri,1.0
48,Crawford,20.0,0.0,1.0,0.0,19.0,223.0,87.0,108.0,28.0,missouri,0.0
49,Dade,28.0,0.0,0.0,0.0,28.0,84.0,38.0,43.0,3.0,missouri,1.0
50,Daviess,9.0,1.0,1.0,0.0,7.0,49.0,20.0,24.0,5.0,missouri,0.0
51,Dent,7.0,2.0,2.0,1.0,2.0,60.0,29.0,22.0,9.0,missouri,0.0
52,Douglas,17.0,0.0,0.0,0.0,17.0,51.0,19.0,28.0,4.0,missouri,3.0
53,Dunklin,22.0,0.0,0.0,1.0,21.0,165.0,40.0,110.0,15.0,missouri,1.0
54,Gasconade,18.0,0.0,0.0,0.0,18.0,116.0,46.0,60.0,10.0,missouri,0.0
55,Gentry,4.0,0.0,0.0,0.0,4.0,37.0,9.0,23.0,5.0,missouri,0.0
56,Grundy,2.0,0.0,0.0,0.0,2.0,18.0,12.0,5.0,1.0,missouri,0.0
57,Harrison,2.0,0.0,1.0,0.0,1.0,61.0,27.0,28.0,6.0,missouri,1.0
58,Henry,54.0,1.0,1.0,2.0,50.0,228.0,94.0,115.0,19.0,missouri,3.0
59,Hickory,0.0,0.0,0.0,0.0,0.0,90.0,43.0,45.0,2.0,missouri,0.0
60,Holt,5.0,0.0,0.0,0.0,5.0,44.0,20.0,23.0,1.0,missouri,0.0
61,Howard,9.0,0.0,0.0,1.0,8.0,67.0,19.0,41.0,7.0,missouri,0.0
62,Howell,53.0,0.0,0.0,4.0,49.0,191.0,67.0,102.0,22.0,missouri,0.0
63,Iron,16.0,0.0,0.0,1.0,15.0,67.0,32.0,32.0,3.0,missouri,1.0
64,Johnson,38.0,1.0,4.0,1.0,32.0,253.0,67.0,164.0,22.0,missouri,0.0
65,Knox,0.0,0.0,0.0,0.0,0.0,15.0,8.0,7.0,0.0,missouri,0.0
66,Laclede,45.0,0.0,6.0,0.0,39.0,268.0,82.0,144.0,42.0,missouri,2.0
67,Lawrence,60.0,2.0,7.0,1.0,50.0,220.0,94.0,122.0,4.0,missouri,1.0
68,Lewis,3.0,0.0,1.0,0.0,2.0,39.0,15.0,22.0,2.0,missouri,1.0
69,Linn,10.0,0.0,2.0,1.0,7.0,45.0,16.0,19.0,10.0,missouri,2.0
70,Livingston,1.0,0.0,0.0,0.0,1.0,37.0,10.0,23.0,4.0,missouri,0.0
71,Macon,14.0,0.0,0.0,1.0,13.0,94.0,32.0,57.0,5.0,missouri,6.0
72,Madison,17.0,0.0,5.0,1.0,11.0,61.0,11.0,48.0,2.0,missouri,1.0
73,Maries,10.0,0.0,0.0,0.0,10.0,38.0,16.0,16.0,6.0,missouri,0.0
74,Marion,8.0,0.0,0.0,0.0,8.0,90.0,21.0,63.0,6.0,missouri,0.0
75,Mercer,0.0,0.0,0.0,0.0,0.0,30.0,16.0,8.0,6.0,missouri,0.0
76,Miller,61.0,0.0,3.0,1.0,57.0,219.0,67.0,131.0,21.0,missouri,3.0
77,Mississippi,9.0,0.0,1.0,0.0,8.0,46.0,19.0,23.0,4.0,missouri,0.0
78,Monroe,5.0,0.0,0.0,1.0,4.0,50.0,30.0,15.0,5.0,missouri,1.0
79,Montgomery,12.0,0.0,0.0,1.0,11.0,83.0,40.0,42.0,1.0,missouri,0.0
80,Morgan,36.0,0.0,7.0,1.0,28.0,202.0,92.0,83.0,27.0,missouri,0.0
81,Nodaway,7.0,0.0,4.0,0.0,3.0,60.0,25.0,31.0,4.0,missouri,0.0
82,Oregon,12.0,0.0,1.0,0.0,11.0,42.0,18.0,20.0,4.0,missouri,1.0
83,Ozark,15.0,0.0,0.0,2.0,13.0,79.0,23.0,50.0,6.0,missouri,4.0
84,Pemiscot,23.0,0.0,1.0,0.0,22.0,100.0,28.0,65.0,7.0,missouri,0.0
85,Perry,36.0,1.0,0.0,0.0,35.0,72.0,23.0,39.0,10.0,missouri,0.0
86,Pettis,29.0,0.0,1.0,1.0,27.0,194.0,54.0,126.0,14.0,missouri,0.0
87,Phelps,19.0,0.0,4.0,0.0,15.0,243.0,61.0,171.0,11.0,missouri,0.0
88,Pike,2.0,0.0,0.0,1.0,1.0,38.0,17.0,16.0,5.0,missouri,2.0
89,Pulaski,65.0,1.0,3.0,3.0,58.0,236.0,79.0,138.0,19.0,missouri,0.0
90,Putnam,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,2.0,missouri,1.0
91,Ralls,19.0,0.0,0.0,0.0,19.0,76.0,23.0,42.0,11.0,missouri,0.0
92,Randolph,10.0,0.0,0.0,0.0,10.0,107.0,38.0,61.0,8.0,missouri,1.0
93,Reynolds,11.0,2.0,1.0,0.0,8.0,41.0,11.0,22.0,8.0,missouri,2.0
94,Ripley,15.0,0.0,1.0,1.0,13.0,193.0,72.0,104.0,17.0,missouri,0.0
95,Saline,5.0,1.0,0.0,0.0,4.0,57.0,26.0,27.0,4.0,missouri,1.0
96,Schuyler,7.0,0.0,4.0,0.0,3.0,29.0,4.0,25.0,0.0,missouri,0.0
97,Scotland,6.0,0.0,2.0,0.0,4.0,24.0,8.0,12.0,4.0,missouri,1.0
98,Scott,178.0,0.0,1.0,0.0,177.0,206.0,73.0,120.0,13.0,missouri,1.0
99,Shannon,24.0,0.0,3.0,2.0,19.0,56.0,6.0,41.0,9.0,missouri,1.0
100,Shelby,3.0,0.0,3.0,0.0,0.0,22.0,9.0,11.0,2.0,missouri,0.0
101,St. Clair,22.0,1.0,3.0,0.0,18.0,148.0,67.0,70.0,11.0,missouri,4.0
102,Ste. Genevieve,31.0,0.0,8.0,0.0,23.0,116.0,28.0,71.0,17.0,missouri,1.0
103,St. Francois,70.0,2.0,3.0,3.0,62.0,390.0,111.0,222.0,57.0,missouri,2.0
104,Stoddard,15.0,0.0,0.0,1.0,14.0,148.0,39.0,96.0,13.0,missouri,0.0
105,Stone,130.0,0.0,3.0,1.0,126.0,378.0,124.0,235.0,19.0,missouri,1.0
106,Sullivan,9.0,0.0,2.0,0.0,7.0,51.0,24.0,18.0,9.0,missouri,0.0
107,Taney,93.0,0.0,6.0,0.0,87.0,337.0,81.0,206.0,50.0,missouri,1.0
108,Texas,21.0,2.0,2.0,1.0,16.0,156.0,62.0,79.0,15.0,missouri,1.0
109,Vernon,68.0,0.0,6.0,1.0,61.0,300.0,112.0,165.0,23.0,missouri,1.0
110,Washington,106.0,0.0,14.0,4.0,88.0,297.0,98.0,170.0,29.0,missouri,5.0
111,Wayne,20.0,2.0,5.0,0.0,13.0,215.0,80.0,104.0,31.0,missouri,1.0
112,Worth,1.0,0.0,0.0,0.0,1.0,8.0,1.0,7.0,0.0,missouri,0.0
113,Wright,26.0,0.0,0.0,0.0,26.0,98.0,39.0,43.0,16.0,missouri,0.0
114,,,,,,,,,,,missouri,0.0
115,,,,,,,,,,,missouri,0.0
0,Albemarle County Police Department,88.0,1.0,29.0,21.0,37.0,1271.0,145.0,1061.0,65.0,virginia,8.0
1,Amelia,18.0,2.0,6.0,2.0,8.0,125.0,28.0,87.0,10.0,virginia,0.0
2,Amherst,32.0,1.0,13.0,6.0,12.0,279.0,35.0,222.0,22.0,virginia,2.0
3,Appomattox,14.0,0.0,5.0,2.0,7.0,129.0,18.0,107.0,4.0,virginia,0.0
4,Arlington County Police Department,363.0,1.0,56.0,103.0,203.0,3252.0,170.0,2912.0,170.0,virginia,5.0
5,Augusta,65.0,4.0,11.0,3.0,47.0,715.0,206.0,467.0,42.0,virginia,5.0
6,Bedford,40.0,1.0,11.0,4.0,24.0,478.0,107.0,347.0,24.0,virginia,2.0
7,Botetourt,36.0,0.0,14.0,1.0,21.0,234.0,34.0,187.0,13.0,virginia,0.0
8,Buckingham,18.0,0.0,4.0,2.0,12.0,145.0,26.0,108.0,11.0,virginia,1.0
9,Campbell,112.0,6.0,15.0,8.0,83.0,612.0,104.0,479.0,29.0,virginia,0.0
10,Caroline,37.0,1.0,15.0,3.0,18.0,303.0,65.0,238.0,0.0,virginia,1.0
11,Charles City,3.0,0.0,0.0,0.0,3.0,29.0,11.0,15.0,3.0,virginia,1.0
12,Chesterfield County Police Department,469.0,9.0,94.0,194.0,172.0,6546.0,1096.0,5096.0,354.0,virginia,55.0
13,Clarke,11.0,1.0,3.0,0.0,7.0,93.0,26.0,62.0,5.0,virginia,0.0
14,Craig,2.0,0.0,1.0,0.0,1.0,23.0,4.0,18.0,1.0,virginia,0.0
15,Culpeper,27.0,0.0,2.0,7.0,18.0,163.0,26.0,122.0,15.0,virginia,2.0
16,Dinwiddie,56.0,0.0,4.0,7.0,45.0,303.0,57.0,215.0,31.0,virginia,0.0
17,Fairfax County Police Department,1052.0,20.0,173.0,461.0,398.0,14511.0,822.0,12876.0,813.0,virginia,30.0
18,Fauquier,38.0,0.0,8.0,2.0,28.0,434.0,53.0,351.0,30.0,virginia,1.0
19,Floyd,22.0,0.0,11.0,0.0,11.0,106.0,32.0,68.0,6.0,virginia,0.0
20,Fluvanna,30.0,0.0,3.0,3.0,24.0,184.0,32.0,140.0,12.0,virginia,4.0
21,Franklin,74.0,0.0,17.0,4.0,53.0,508.0,88.0,380.0,40.0,virginia,4.0
22,Frederick,68.0,2.0,33.0,8.0,25.0,1005.0,161.0,782.0,62.0,virginia,2.0
23,Giles,9.0,0.0,1.0,0.0,8.0,72.0,16.0,53.0,3.0,virginia,1.0
24,Gloucester,37.0,1.0,13.0,6.0,17.0,501.0,61.0,403.0,37.0,virginia,4.0
25,Goochland,18.0,0.0,1.0,0.0,17.0,169.0,21.0,138.0,10.0,virginia,1.0
26,Greene,22.0,0.0,2.0,8.0,12.0,180.0,17.0,156.0,7.0,virginia,2.0
27,Hanover,98.0,4.0,20.0,10.0,64.0,1052.0,69.0,921.0,62.0,virginia,9.0
28,Henrico County Police Department,606.0,16.0,39.0,203.0,348.0,8072.0,1147.0,6439.0,486.0,virginia,22.0
29,Isle of Wight,31.0,0.0,6.0,3.0,22.0,300.0,63.0,223.0,14.0,virginia,6.0
30,James City County Police Department,90.0,1.0,17.0,12.0,60.0,1143.0,123.0,995.0,25.0,virginia,2.0
31,King William,11.0,1.0,1.0,1.0,8.0,79.0,9.0,68.0,2.0,virginia,0.0
32,Loudoun,336.0,2.0,114.0,46.0,174.0,2647.0,196.0,2315.0,136.0,virginia,33.0
33,Mathews,4.0,1.0,0.0,0.0,3.0,73.0,24.0,46.0,3.0,virginia,0.0
34,Montgomery,45.0,1.0,13.0,2.0,29.0,303.0,63.0,212.0,28.0,virginia,2.0
35,Nelson,24.0,1.0,7.0,1.0,15.0,158.0,30.0,119.0,9.0,virginia,3.0
36,New Kent,13.0,0.0,6.0,0.0,7.0,265.0,45.0,208.0,12.0,virginia,2.0
37,Powhatan,18.0,1.0,7.0,2.0,8.0,210.0,31.0,160.0,19.0,virginia,2.0
38,Prince George County Police Department,40.0,0.0,7.0,13.0,20.0,381.0,68.0,292.0,21.0,virginia,1.0
39,Prince William County Police Department,843.0,22.0,83.0,230.0,508.0,5159.0,549.0,4280.0,330.0,virginia,10.0
40,Pulaski,48.0,2.0,6.0,3.0,37.0,607.0,80.0,516.0,11.0,virginia,4.0
41,Rappahannock,1.0,0.0,1.0,0.0,0.0,27.0,9.0,18.0,0.0,virginia,0.0
42,Roanoke County Police Department,167.0,1.0,25.0,12.0,129.0,1168.0,169.0,958.0,41.0,virginia,1.0
43,Rockingham,70.0,1.0,27.0,5.0,37.0,362.0,116.0,239.0,7.0,virginia,5.0
44,Scott,16.0,1.0,7.0,0.0,8.0,177.0,33.0,126.0,18.0,virginia,2.0
45,Spotsylvania,227.0,3.0,35.0,54.0,135.0,1693.0,193.0,1416.0,84.0,virginia,1.0
46,Stafford,308.0,5.0,46.0,37.0,220.0,1814.0,165.0,1572.0,77.0,virginia,12.0
47,Sussex,9.0,0.0,1.0,2.0,6.0,77.0,19.0,55.0,3.0,virginia,1.0
48,Warren,20.0,0.0,11.0,0.0,9.0,221.0,24.0,179.0,18.0,virginia,1.0
49,Washington,67.0,1.0,15.0,3.0,48.0,717.0,148.0,519.0,50.0,virginia,2.0
50,York,123.0,4.0,34.0,34.0,51.0,1269.0,125.0,1100.0,44.0,virginia,7.0
51,Accomack,43.0,5.0,16.0,5.0,17.0,379.0,112.0,241.0,26.0,virginia,1.0
52,Alleghany,12.0,0.0,3.0,1.0,8.0,69.0,28.0,34.0,7.0,virginia,1.0
53,Bath,7.0,0.0,0.0,0.0,7.0,18.0,3.0,15.0,0.0,virginia,0.0
54,Bland,1.0,0.0,1.0,0.0,0.0,48.0,7.0,39.0,2.0,virginia,0.0
55,Brunswick,16.0,0.0,11.0,1.0,4.0,82.0,20.0,57.0,5.0,virginia,0.0
56,Buchanan,53.0,2.0,21.0,0.0,30.0,301.0,85.0,196.0,20.0,virginia,3.0
57,Carroll,18.0,0.0,5.0,1.0,12.0,339.0,85.0,212.0,42.0,virginia,4.0
58,Charlotte,26.0,1.0,4.0,1.0,20.0,107.0,26.0,73.0,8.0,virginia,0.0
59,Cumberland,19.0,0.0,5.0,0.0,14.0,47.0,16.0,27.0,4.0,virginia,2.0
60,Dickenson,26.0,0.0,16.0,0.0,10.0,107.0,24.0,76.0,7.0,virginia,0.0
61,Essex,5.0,0.0,1.0,0.0,4.0,63.0,33.0,26.0,4.0,virginia,1.0
62,Grayson,17.0,2.0,6.0,1.0,8.0,154.0,21.0,122.0,11.0,virginia,1.0
63,Greensville,9.0,0.0,2.0,5.0,2.0,98.0,26.0,64.0,8.0,virginia,1.0
64,Halifax,37.0,1.0,11.0,3.0,22.0,295.0,102.0,168.0,25.0,virginia,3.0
65,Henry,114.0,3.0,21.0,29.0,61.0,1302.0,271.0,956.0,75.0,virginia,15.0
66,Highland,4.0,0.0,0.0,0.0,4.0,24.0,6.0,17.0,1.0,virginia,0.0
67,King and Queen,18.0,1.0,3.0,2.0,12.0,50.0,19.0,27.0,4.0,virginia,0.0
68,King George,25.0,0.0,10.0,2.0,13.0,263.0,27.0,220.0,16.0,virginia,0.0
69,Lancaster,13.0,0.0,8.0,0.0,5.0,108.0,27.0,73.0,8.0,virginia,2.0
70,Lee,15.0,0.0,5.0,0.0,10.0,295.0,18.0,276.0,1.0,virginia,2.0
71,Louisa,57.0,2.0,11.0,4.0,40.0,355.0,39.0,293.0,23.0,virginia,2.0
72,Lunenburg,5.0,0.0,2.0,0.0,3.0,54.0,16.0,33.0,5.0,virginia,1.0
73,Madison,11.0,0.0,3.0,1.0,7.0,99.0,8.0,83.0,8.0,virginia,0.0
74,Mecklenburg,32.0,2.0,11.0,4.0,15.0,219.0,84.0,122.0,13.0,virginia,1.0
75,Middlesex,13.0,0.0,8.0,1.0,4.0,124.0,23.0,91.0,10.0,virginia,2.0
76,Northampton,8.0,3.0,0.0,2.0,3.0,89.0,31.0,54.0,4.0,virginia,0.0
77,Northumberland,22.0,0.0,6.0,2.0,14.0,101.0,34.0,64.0,3.0,virginia,1.0
78,Nottoway,6.0,2.0,1.0,0.0,3.0,67.0,12.0,51.0,4.0,virginia,1.0
79,Orange,21.0,0.0,6.0,2.0,13.0,210.0,43.0,156.0,11.0,virginia,0.0
80,Page,26.0,5.0,11.0,1.0,9.0,150.0,39.0,101.0,10.0,virginia,5.0
81,Patrick,33.0,1.0,9.0,6.0,17.0,228.0,34.0,177.0,17.0,virginia,2.0
82,Pittsylvania,46.0,2.0,17.0,2.0,25.0,367.0,117.0,230.0,20.0,virginia,12.0
83,Prince Edward,12.0,0.0,4.0,1.0,7.0,87.0,21.0,61.0,5.0,virginia,1.0
84,Richmond,9.0,0.0,1.0,0.0,8.0,43.0,12.0,26.0,5.0,virginia,0.0
85,Rockbridge,23.0,0.0,6.0,0.0,17.0,237.0,45.0,177.0,15.0,virginia,2.0
86,Russell,35.0,1.0,12.0,1.0,21.0,197.0,77.0,109.0,11.0,virginia,4.0
87,Shenandoah,41.0,1.0,16.0,0.0,24.0,229.0,61.0,163.0,5.0,virginia,1.0
88,Smyth,30.0,1.0,9.0,1.0,19.0,259.0,57.0,188.0,14.0,virginia,5.0
89,Southampton,23.0,4.0,6.0,4.0,9.0,171.0,48.0,111.0,12.0,virginia,5.0
90,Surry,16.0,0.0,1.0,2.0,13.0,51.0,18.0,29.0,4.0,virginia,0.0
91,Tazewell,42.0,1.0,17.0,2.0,22.0,377.0,76.0,283.0,18.0,virginia,8.0
92,Westmoreland,10.0,0.0,0.0,0.0,10.0,108.0,27.0,79.0,2.0,virginia,0.0
93,Wise,48.0,1.0,34.0,0.0,13.0,284.0,50.0,216.0,18.0,virginia,4.0
94,Wythe,16.0,0.0,3.0,1.0,12.0,149.0,22.0,107.0,20.0,virginia,0.0
0,Cass,23.0,0.0,9.0,0.0,14.0,202.0,39.0,146.0,17.0,nebraska,0.0
1,Dakota,18.0,1.0,1.0,3.0,13.0,69.0,17.0,43.0,9.0,nebraska,0.0
2,Dixon,3.0,0.0,2.0,0.0,1.0,47.0,12.0,30.0,5.0,nebraska,1.0
3,Douglas,159.0,2.0,12.0,9.0,136.0,663.0,193.0,402.0,68.0,nebraska,3.0
4,Hall,33.0,0.0,1.0,0.0,32.0,144.0,42.0,88.0,14.0,nebraska,2.0
5,Hamilton,8.0,0.0,2.0,0.0,6.0,40.0,15.0,17.0,8.0,nebraska,0.0
6,Lancaster,22.0,0.0,7.0,0.0,15.0,200.0,59.0,129.0,12.0,nebraska,1.0
7,Merrick,4.0,0.0,1.0,0.0,3.0,10.0,3.0,6.0,1.0,nebraska,0.0
8,Sarpy,52.0,0.0,9.0,8.0,35.0,826.0,90.0,649.0,87.0,nebraska,0.0
9,Saunders,10.0,0.0,3.0,0.0,7.0,72.0,28.0,33.0,11.0,nebraska,1.0
10,Seward,8.0,0.0,3.0,0.0,5.0,27.0,8.0,16.0,3.0,nebraska,1.0
11,Washington,4.0,0.0,1.0,0.0,3.0,60.0,6.0,47.0,7.0,nebraska,0.0
12,Adams,6.0,0.0,3.0,0.0,3.0,87.0,29.0,48.0,10.0,nebraska,3.0
13,Antelope,9.0,0.0,2.0,0.0,7.0,19.0,2.0,16.0,1.0,nebraska,0.0
14,Arthur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nebraska,0.0
15,Box Butte,1.0,0.0,0.0,0.0,1.0,14.0,5.0,7.0,2.0,nebraska,0.0
16,Brown,0.0,0.0,0.0,0.0,0.0,25.0,11.0,12.0,2.0,nebraska,0.0
17,Buffalo,10.0,0.0,6.0,0.0,4.0,109.0,16.0,84.0,9.0,nebraska,1.0
18,Burt,2.0,0.0,1.0,0.0,1.0,21.0,5.0,16.0,0.0,nebraska,0.0
19,Butler,5.0,0.0,2.0,0.0,3.0,14.0,4.0,9.0,1.0,nebraska,0.0
20,Cedar,2.0,0.0,1.0,0.0,1.0,23.0,0.0,20.0,3.0,nebraska,0.0
21,Chase,2.0,0.0,0.0,0.0,2.0,7.0,0.0,6.0,1.0,nebraska,0.0
22,Cherry,0.0,0.0,0.0,0.0,0.0,13.0,3.0,10.0,0.0,nebraska,0.0
23,Cheyenne,4.0,0.0,2.0,0.0,2.0,15.0,4.0,8.0,3.0,nebraska,0.0
24,Clay,6.0,0.0,0.0,0.0,6.0,15.0,10.0,1.0,4.0,nebraska,0.0
25,Colfax,5.0,0.0,4.0,1.0,0.0,26.0,1.0,21.0,4.0,nebraska,0.0
26,Cuming,1.0,0.0,0.0,0.0,1.0,14.0,5.0,7.0,2.0,nebraska,0.0
27,Custer,6.0,0.0,2.0,0.0,4.0,68.0,21.0,42.0,5.0,nebraska,0.0
28,Dawes,2.0,0.0,0.0,0.0,2.0,11.0,3.0,8.0,0.0,nebraska,0.0
29,Dawson,8.0,1.0,2.0,0.0,5.0,50.0,9.0,37.0,4.0,nebraska,0.0
30,Dodge,19.0,0.0,7.0,2.0,10.0,98.0,20.0,68.0,10.0,nebraska,0.0
31,Fillmore,1.0,0.0,0.0,0.0,1.0,15.0,6.0,7.0,2.0,nebraska,0.0
32,Franklin,2.0,0.0,0.0,0.0,2.0,7.0,3.0,2.0,2.0,nebraska,0.0
33,Furnas,3.0,0.0,0.0,0.0,3.0,60.0,19.0,39.0,2.0,nebraska,0.0
34,Gage,25.0,0.0,5.0,0.0,20.0,108.0,67.0,39.0,2.0,nebraska,1.0
35,Garfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nebraska,0.0
36,Gosper,2.0,0.0,0.0,0.0,2.0,11.0,4.0,6.0,1.0,nebraska,0.0
37,Hayes,3.0,0.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,nebraska,0.0
38,Hitchcock,4.0,1.0,3.0,0.0,0.0,20.0,8.0,11.0,1.0,nebraska,1.0
39,Holt,2.0,0.0,1.0,0.0,1.0,11.0,1.0,8.0,2.0,nebraska,0.0
40,Hooker,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,nebraska,0.0
41,Kearney,3.0,0.0,0.0,0.0,3.0,39.0,12.0,25.0,2.0,nebraska,0.0
42,Keith,2.0,0.0,1.0,0.0,1.0,20.0,7.0,11.0,2.0,nebraska,0.0
43,Keya Paha,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,nebraska,0.0
44,Kimball,0.0,0.0,0.0,0.0,0.0,14.0,3.0,9.0,2.0,nebraska,0.0
45,Knox,2.0,0.0,0.0,0.0,2.0,25.0,4.0,13.0,8.0,nebraska,0.0
46,Lincoln,19.0,0.0,2.0,0.0,17.0,116.0,27.0,77.0,12.0,nebraska,2.0
47,Madison,10.0,0.0,2.0,0.0,8.0,51.0,11.0,32.0,8.0,nebraska,0.0
48,Morrill,2.0,0.0,0.0,0.0,2.0,39.0,6.0,29.0,4.0,nebraska,0.0
49,Nemaha,9.0,0.0,2.0,0.0,7.0,61.0,17.0,40.0,4.0,nebraska,0.0
50,Otoe,3.0,0.0,0.0,1.0,2.0,44.0,6.0,32.0,6.0,nebraska,0.0
51,Pawnee,1.0,0.0,0.0,0.0,1.0,44.0,10.0,33.0,1.0,nebraska,0.0
52,Perkins,0.0,0.0,0.0,0.0,0.0,21.0,7.0,10.0,4.0,nebraska,0.0
53,Phelps,2.0,0.0,1.0,0.0,1.0,25.0,6.0,16.0,3.0,nebraska,0.0
54,Pierce,2.0,0.0,0.0,0.0,2.0,11.0,5.0,5.0,1.0,nebraska,0.0
55,Platte,15.0,0.0,2.0,0.0,13.0,82.0,12.0,63.0,7.0,nebraska,0.0
56,Red Willow,2.0,0.0,0.0,0.0,2.0,18.0,7.0,9.0,2.0,nebraska,0.0
57,Richardson,0.0,0.0,0.0,0.0,0.0,27.0,6.0,21.0,0.0,nebraska,0.0
58,Rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nebraska,0.0
59,Saline,5.0,0.0,1.0,0.0,4.0,33.0,9.0,19.0,5.0,nebraska,1.0
60,Scotts Bluff,12.0,0.0,3.0,1.0,8.0,128.0,62.0,58.0,8.0,nebraska,0.0
61,Sheridan,14.0,0.0,1.0,1.0,12.0,33.0,7.0,21.0,5.0,nebraska,0.0
62,Sherman,1.0,0.0,0.0,0.0,1.0,14.0,3.0,9.0,2.0,nebraska,0.0
63,Stanton,6.0,0.0,4.0,0.0,2.0,41.0,5.0,36.0,0.0,nebraska,1.0
64,Thayer,1.0,0.0,0.0,0.0,1.0,55.0,2.0,51.0,2.0,nebraska,0.0
65,Thurston,6.0,0.0,0.0,1.0,5.0,16.0,3.0,7.0,6.0,nebraska,1.0
66,Webster,2.0,0.0,0.0,0.0,2.0,11.0,2.0,5.0,4.0,nebraska,0.0
67,Wheeler,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,nebraska,0.0
