,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,State,Rape
35,Yuba,204.0,5.0,37.0,141.0,847.0,316.0,520.0,11.0,11.0,california,21.0
36,Alpine,13.0,0.0,0.0,11.0,29.0,12.0,14.0,3.0,0.0,california,2.0
37,Amador,66.0,1.0,8.0,54.0,416.0,146.0,268.0,2.0,4.0,california,3.0
38,Calaveras,139.0,1.0,8.0,98.0,668.0,274.0,380.0,14.0,0.0,california,32.0
39,Colusa,26.0,0.0,4.0,14.0,169.0,53.0,111.0,5.0,3.0,california,8.0
40,Del Norte,84.0,2.0,18.0,53.0,424.0,192.0,228.0,4.0,12.0,california,11.0
41,Glenn,55.0,2.0,8.0,37.0,362.0,86.0,239.0,37.0,3.0,california,8.0
42,Humboldt,310.0,1.0,59.0,229.0,1092.0,398.0,661.0,33.0,17.0,california,21.0
43,Inyo,60.0,1.0,3.0,47.0,192.0,86.0,105.0,1.0,0.0,california,9.0
44,Lake,193.0,3.0,19.0,150.0,435.0,204.0,225.0,6.0,5.0,california,21.0
45,Lassen,78.0,0.0,0.0,70.0,172.0,100.0,65.0,7.0,1.0,california,8.0
46,Mariposa,79.0,0.0,2.0,69.0,171.0,53.0,115.0,3.0,0.0,california,8.0
47,Mendocino,178.0,2.0,14.0,133.0,414.0,174.0,225.0,15.0,18.0,california,29.0
48,Modoc,31.0,0.0,1.0,28.0,29.0,6.0,22.0,1.0,0.0,california,2.0
49,Mono,25.0,0.0,0.0,22.0,53.0,21.0,32.0,0.0,1.0,california,3.0
50,Nevada,118.0,0.0,6.0,103.0,424.0,191.0,226.0,7.0,1.0,california,9.0
51,Plumas,128.0,1.0,5.0,113.0,294.0,116.0,167.0,11.0,3.0,california,9.0
52,Sierra,1.0,0.0,0.0,1.0,31.0,15.0,16.0,0.0,0.0,california,0.0
53,Siskiyou,70.0,5.0,2.0,61.0,146.0,69.0,69.0,8.0,1.0,california,2.0
54,Tehama,95.0,2.0,12.0,67.0,472.0,179.0,278.0,15.0,0.0,california,14.0
55,Trinity,61.0,2.0,9.0,40.0,190.0,83.0,101.0,6.0,2.0,california,10.0
56,Tuolumne,169.0,2.0,7.0,98.0,669.0,306.0,355.0,8.0,6.0,california,62.0
0,Alachua,738.0,4.0,99.0,524.0,1817.0,414.0,1260.0,143.0,19.0,florida,111.0
1,Baker,121.0,0.0,7.0,100.0,275.0,63.0,181.0,31.0,0.0,florida,14.0
2,Bay,360.0,4.0,26.0,279.0,2192.0,464.0,1544.0,184.0,6.0,florida,51.0
3,Brevard,540.0,8.0,54.0,426.0,3548.0,656.0,2589.0,303.0,14.0,florida,52.0
4,Broward,349.0,2.0,93.0,228.0,694.0,99.0,527.0,68.0,1.0,florida,26.0
5,Charlotte,301.0,2.0,16.0,242.0,1833.0,262.0,1445.0,126.0,9.0,florida,41.0
6,Citrus,366.0,4.0,40.0,293.0,2046.0,394.0,1466.0,186.0,14.0,florida,29.0
7,Clay,510.0,4.0,64.0,356.0,2876.0,496.0,2213.0,167.0,10.0,florida,86.0
8,Collier,864.0,8.0,144.0,588.0,3884.0,433.0,3177.0,274.0,7.0,florida,124.0
9,Escambia,1451.0,24.0,299.0,979.0,7196.0,1540.0,5117.0,539.0,3.0,florida,149.0
10,Flagler,172.0,3.0,8.0,125.0,1022.0,150.0,803.0,69.0,3.0,florida,36.0
11,Gadsden,77.0,0.0,7.0,55.0,264.0,114.0,138.0,12.0,1.0,florida,15.0
12,Gilchrist,33.0,0.0,1.0,24.0,145.0,53.0,68.0,24.0,0.0,florida,8.0
13,Hernando,465.0,6.0,43.0,358.0,2258.0,397.0,1690.0,171.0,9.0,florida,58.0
14,Highlands,209.0,5.0,40.0,144.0,1755.0,401.0,1279.0,75.0,5.0,florida,20.0
15,Hillsborough,1752.0,32.0,278.0,1194.0,11353.0,1460.0,8948.0,945.0,33.0,florida,248.0
16,Indian River,274.0,5.0,18.0,227.0,1398.0,177.0,1123.0,98.0,0.0,florida,24.0
17,Jefferson,69.0,1.0,1.0,65.0,157.0,61.0,82.0,14.0,1.0,florida,2.0
18,Lake,445.0,3.0,51.0,325.0,2231.0,567.0,1404.0,260.0,11.0,florida,66.0
19,Lee,1236.0,9.0,256.0,780.0,4632.0,806.0,3398.0,428.0,29.0,florida,191.0
20,Leon,322.0,1.0,22.0,264.0,1447.0,273.0,1059.0,115.0,1.0,florida,35.0
21,Levy,462.0,1.0,2.0,442.0,527.0,225.0,243.0,59.0,4.0,florida,17.0
22,Manatee,1368.0,10.0,173.0,1006.0,4650.0,648.0,3659.0,343.0,15.0,florida,179.0
23,Marion,1014.0,24.0,96.0,723.0,3987.0,853.0,2614.0,520.0,4.0,florida,171.0
24,Martin,293.0,3.0,34.0,173.0,1528.0,199.0,1265.0,64.0,3.0,florida,83.0
25,Miami-Dade,5353.0,90.0,1294.0,3491.0,31822.0,2869.0,25805.0,3148.0,74.0,florida,478.0
26,Nassau,174.0,1.0,4.0,134.0,919.0,332.0,514.0,73.0,5.0,florida,35.0
27,Okaloosa,535.0,7.0,39.0,407.0,2375.0,271.0,1912.0,192.0,2.0,florida,82.0
28,Orange,4874.0,58.0,1112.0,3267.0,20832.0,3236.0,15470.0,2126.0,0.0,florida,437.0
29,Osceola,678.0,9.0,86.0,503.0,4509.0,830.0,3408.0,271.0,5.0,florida,80.0
30,Palm Beach,1589.0,31.0,290.0,1053.0,9137.0,1073.0,7255.0,809.0,26.0,florida,215.0
31,Pasco,1452.0,13.0,259.0,955.0,6456.0,993.0,4969.0,494.0,46.0,florida,225.0
32,Pinellas,466.0,7.0,62.0,306.0,3831.0,507.0,3090.0,234.0,11.0,florida,91.0
33,Polk,1166.0,10.0,128.0,965.0,5089.0,971.0,3572.0,546.0,6.0,florida,63.0
34,Santa Rosa,209.0,4.0,14.0,137.0,1360.0,276.0,973.0,111.0,7.0,florida,54.0
35,Sarasota,475.0,3.0,64.0,382.0,4183.0,583.0,3398.0,202.0,6.0,florida,26.0
36,Seminole,445.0,4.0,45.0,313.0,2551.0,392.0,1977.0,182.0,5.0,florida,83.0
37,St. Johns,281.0,5.0,32.0,220.0,2104.0,297.0,1657.0,150.0,4.0,florida,24.0
38,St. Lucie,259.0,2.0,36.0,179.0,1160.0,210.0,842.0,108.0,8.0,florida,42.0
39,Sumter,176.0,5.0,13.0,143.0,884.0,194.0,589.0,101.0,4.0,florida,15.0
40,Volusia,546.0,7.0,87.0,392.0,2205.0,421.0,1572.0,212.0,14.0,florida,60.0
41,Wakulla,75.0,0.0,2.0,62.0,503.0,124.0,346.0,33.0,1.0,florida,11.0
42,Walton,114.0,1.0,4.0,94.0,755.0,130.0,569.0,56.0,0.0,florida,15.0
43,Bradford,65.0,0.0,3.0,50.0,226.0,82.0,123.0,21.0,1.0,florida,12.0
44,Calhoun,30.0,1.0,1.0,28.0,78.0,27.0,42.0,9.0,0.0,florida,0.0
45,Columbia,158.0,1.0,19.0,121.0,894.0,361.0,483.0,50.0,2.0,florida,17.0
46,DeSoto,104.0,0.0,6.0,81.0,512.0,147.0,321.0,44.0,2.0,florida,17.0
47,Dixie,85.0,1.0,2.0,68.0,147.0,88.0,44.0,15.0,1.0,florida,14.0
48,Franklin,59.0,0.0,0.0,58.0,211.0,33.0,169.0,9.0,2.0,florida,1.0
49,Glades,24.0,0.0,0.0,22.0,124.0,20.0,92.0,12.0,0.0,florida,2.0
50,Gulf,29.0,1.0,0.0,27.0,156.0,47.0,97.0,12.0,0.0,florida,1.0
51,Hamilton,41.0,1.0,4.0,32.0,186.0,56.0,119.0,11.0,1.0,florida,4.0
52,Hardee,47.0,1.0,4.0,38.0,270.0,79.0,167.0,24.0,0.0,florida,4.0
53,Hendry,126.0,7.0,11.0,89.0,630.0,254.0,328.0,48.0,3.0,florida,19.0
54,Holmes,72.0,0.0,3.0,57.0,158.0,54.0,97.0,7.0,0.0,florida,12.0
55,Lafayette,13.0,0.0,0.0,12.0,37.0,12.0,20.0,5.0,0.0,florida,1.0
56,Liberty,19.0,1.0,1.0,17.0,66.0,22.0,35.0,9.0,0.0,florida,0.0
57,Madison,109.0,0.0,3.0,92.0,174.0,71.0,101.0,2.0,0.0,florida,14.0
58,Monroe,186.0,2.0,23.0,142.0,681.0,86.0,557.0,38.0,6.0,florida,19.0
59,Okeechobee,162.0,2.0,25.0,114.0,780.0,153.0,549.0,78.0,0.0,florida,21.0
60,Putnam,124.0,4.0,10.0,89.0,797.0,217.0,528.0,52.0,0.0,florida,21.0
61,Suwannee,148.0,2.0,2.0,127.0,432.0,137.0,269.0,26.0,0.0,florida,17.0
62,Taylor,71.0,0.0,4.0,58.0,229.0,91.0,108.0,30.0,0.0,florida,9.0
63,Union,47.0,0.0,3.0,32.0,83.0,30.0,47.0,6.0,0.0,florida,12.0
0,Benton2,159.0,3.0,3.0,121.0,,,188.0,61.0,1.0,arkansas,32.0
1,Cleveland,20.0,0.0,0.0,16.0,162.0,90.0,56.0,16.0,2.0,arkansas,4.0
2,Craighead,48.0,2.0,1.0,29.0,315.0,108.0,168.0,39.0,3.0,arkansas,16.0
3,Crawford,55.0,1.0,1.0,52.0,254.0,37.0,188.0,29.0,0.0,arkansas,1.0
4,Crittenden,123.0,3.0,8.0,103.0,286.0,83.0,182.0,21.0,1.0,arkansas,9.0
5,Faulkner,116.0,1.0,5.0,92.0,749.0,176.0,476.0,97.0,6.0,arkansas,18.0
6,Garland2,279.0,0.0,8.0,246.0,,,675.0,145.0,0.0,arkansas,25.0
7,Grant,28.0,0.0,1.0,24.0,167.0,53.0,86.0,28.0,1.0,arkansas,3.0
8,Jefferson,78.0,4.0,2.0,60.0,414.0,110.0,247.0,57.0,7.0,arkansas,12.0
9,Lincoln,14.0,0.0,0.0,7.0,40.0,15.0,20.0,5.0,0.0,arkansas,7.0
10,Little River,10.0,0.0,1.0,8.0,93.0,27.0,58.0,8.0,1.0,arkansas,1.0
11,Lonoke,75.0,1.0,0.0,66.0,374.0,68.0,220.0,86.0,4.0,arkansas,8.0
12,Madison,44.0,1.0,1.0,37.0,169.0,48.0,99.0,22.0,3.0,arkansas,5.0
13,Miller,57.0,0.0,1.0,48.0,199.0,68.0,113.0,18.0,0.0,arkansas,8.0
14,Perry,29.0,0.0,0.0,22.0,95.0,23.0,72.0,0.0,0.0,arkansas,7.0
15,Poinsett,42.0,0.0,0.0,38.0,138.0,60.0,50.0,28.0,0.0,arkansas,4.0
16,Pulaski,428.0,4.0,27.0,366.0,1638.0,353.0,1123.0,162.0,9.0,arkansas,31.0
17,Saline2,187.0,7.0,2.0,147.0,,,376.0,81.0,2.0,arkansas,31.0
18,Sebastian,45.0,0.0,0.0,39.0,223.0,83.0,127.0,13.0,1.0,arkansas,6.0
19,Washington,177.0,5.0,1.0,165.0,572.0,139.0,346.0,87.0,8.0,arkansas,6.0
20,Arkansas,15.0,0.0,1.0,13.0,58.0,14.0,42.0,2.0,1.0,arkansas,1.0
21,Ashley,22.0,0.0,2.0,19.0,153.0,38.0,98.0,17.0,3.0,arkansas,1.0
22,Baxter,70.0,1.0,1.0,53.0,616.0,81.0,472.0,63.0,5.0,arkansas,15.0
23,Boone,199.0,0.0,1.0,168.0,269.0,79.0,150.0,40.0,1.0,arkansas,30.0
24,Bradley,8.0,0.0,0.0,8.0,51.0,31.0,12.0,8.0,0.0,arkansas,0.0
25,Calhoun,11.0,0.0,0.0,11.0,68.0,22.0,34.0,12.0,0.0,arkansas,0.0
26,Carroll,45.0,0.0,1.0,39.0,209.0,52.0,111.0,46.0,1.0,arkansas,5.0
27,Chicot,13.0,0.0,0.0,11.0,76.0,18.0,58.0,0.0,0.0,arkansas,2.0
28,Clark,11.0,0.0,0.0,11.0,70.0,19.0,42.0,9.0,0.0,arkansas,0.0
29,Cleburne,142.0,0.0,4.0,117.0,297.0,86.0,185.0,26.0,6.0,arkansas,21.0
30,Columbia,23.0,1.0,0.0,20.0,67.0,21.0,37.0,9.0,0.0,arkansas,2.0
31,Conway,46.0,2.0,1.0,30.0,234.0,43.0,164.0,27.0,9.0,arkansas,13.0
32,Drew,16.0,0.0,0.0,12.0,66.0,23.0,37.0,6.0,0.0,arkansas,4.0
33,Fulton,29.0,0.0,0.0,26.0,51.0,0.0,45.0,6.0,0.0,arkansas,3.0
34,Hempstead,29.0,0.0,1.0,22.0,143.0,41.0,75.0,27.0,1.0,arkansas,6.0
35,Howard,20.0,0.0,0.0,16.0,57.0,29.0,25.0,3.0,0.0,arkansas,4.0
36,Independence,153.0,1.0,2.0,106.0,367.0,110.0,209.0,48.0,14.0,arkansas,44.0
37,Izard,33.0,0.0,0.0,25.0,197.0,55.0,130.0,12.0,5.0,arkansas,8.0
38,Jackson,45.0,1.0,1.0,37.0,119.0,10.0,80.0,29.0,5.0,arkansas,6.0
39,Johnson,40.0,0.0,0.0,33.0,114.0,47.0,51.0,16.0,2.0,arkansas,7.0
40,Lee,13.0,1.0,0.0,8.0,101.0,26.0,64.0,11.0,1.0,arkansas,4.0
41,Logan,36.0,0.0,0.0,26.0,162.0,35.0,117.0,10.0,6.0,arkansas,10.0
42,Marion,32.0,0.0,0.0,23.0,243.0,80.0,150.0,13.0,0.0,arkansas,9.0
43,Mississippi,23.0,0.0,2.0,18.0,247.0,81.0,133.0,33.0,3.0,arkansas,3.0
44,Monroe,1.0,0.0,0.0,0.0,32.0,3.0,14.0,15.0,1.0,arkansas,1.0
45,Pike,10.0,0.0,0.0,7.0,73.0,22.0,49.0,2.0,1.0,arkansas,3.0
46,Pope,91.0,2.0,1.0,73.0,309.0,102.0,163.0,44.0,4.0,arkansas,15.0
47,Prairie,3.0,0.0,1.0,1.0,67.0,24.0,39.0,4.0,0.0,arkansas,1.0
48,Randolph,40.0,1.0,0.0,23.0,112.0,24.0,75.0,13.0,2.0,arkansas,16.0
49,Scott,22.0,0.0,1.0,19.0,65.0,28.0,29.0,8.0,0.0,arkansas,2.0
50,Sevier,26.0,0.0,0.0,20.0,88.0,21.0,53.0,14.0,2.0,arkansas,6.0
51,St. Francis,40.0,0.0,6.0,27.0,286.0,80.0,206.0,0.0,2.0,arkansas,7.0
52,Union,60.0,3.0,3.0,52.0,273.0,76.0,174.0,23.0,2.0,arkansas,2.0
53,Van Buren,44.0,2.0,0.0,37.0,141.0,24.0,82.0,35.0,11.0,arkansas,5.0
54,White,200.0,0.0,8.0,131.0,598.0,154.0,354.0,90.0,6.0,arkansas,61.0
55,Woodruff,6.0,0.0,0.0,6.0,62.0,18.0,41.0,3.0,0.0,arkansas,0.0
56,Yell,30.0,0.0,0.0,25.0,177.0,66.0,90.0,21.0,1.0,arkansas,5.0
0,Bay,68.0,1.0,7.0,45.0,422.0,80.0,324.0,18.0,1.0,michigan,15.0
1,Berrien,117.0,0.0,7.0,73.0,689.0,106.0,532.0,51.0,8.0,michigan,37.0
2,Cass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michigan,0.0
3,Clinton,14.0,0.0,0.0,9.0,97.0,19.0,62.0,16.0,0.0,michigan,5.0
4,Eaton,154.0,2.0,21.0,85.0,981.0,114.0,808.0,59.0,2.0,michigan,46.0
5,Genesee2,155.0,1.0,5.0,133.0,,,347.0,32.0,3.0,michigan,16.0
6,Ingham,182.0,2.0,12.0,118.0,479.0,104.0,336.0,39.0,0.0,michigan,50.0
7,Ionia,61.0,1.0,1.0,28.0,217.0,35.0,164.0,18.0,1.0,michigan,31.0
8,Kalamazoo,290.0,2.0,34.0,198.0,2529.0,493.0,1814.0,222.0,5.0,michigan,56.0
9,Kent,390.0,4.0,30.0,221.0,2325.0,333.0,1850.0,142.0,7.0,michigan,135.0
10,Lapeer,55.0,1.0,1.0,27.0,180.0,44.0,112.0,24.0,0.0,michigan,26.0
11,Livingston,63.0,0.0,5.0,35.0,416.0,48.0,347.0,21.0,3.0,michigan,23.0
12,Macomb,272.0,1.0,30.0,172.0,1046.0,193.0,758.0,95.0,6.0,michigan,69.0
13,Midland,47.0,0.0,0.0,23.0,259.0,53.0,196.0,10.0,0.0,michigan,24.0
14,Montcalm,18.0,0.0,0.0,12.0,109.0,30.0,74.0,5.0,2.0,michigan,6.0
15,Muskegon,68.0,1.0,2.0,36.0,421.0,87.0,314.0,20.0,2.0,michigan,29.0
16,Oakland,23.0,0.0,5.0,12.0,37.0,2.0,30.0,5.0,1.0,michigan,6.0
17,Ottawa,571.0,3.0,32.0,320.0,2081.0,331.0,1650.0,100.0,22.0,michigan,216.0
18,Saginaw,99.0,0.0,10.0,61.0,522.0,74.0,435.0,13.0,1.0,michigan,28.0
19,Shiawassee,15.0,0.0,0.0,10.0,152.0,49.0,95.0,8.0,1.0,michigan,5.0
20,St. Clair,146.0,1.0,9.0,98.0,540.0,129.0,372.0,39.0,7.0,michigan,38.0
21,Washtenaw,574.0,3.0,55.0,445.0,1655.0,268.0,1218.0,169.0,8.0,michigan,71.0
22,Wayne,20.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,michigan,1.0
23,Alcona,10.0,0.0,0.0,9.0,62.0,12.0,50.0,0.0,0.0,michigan,1.0
24,Alger,3.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,michigan,0.0
25,Allegan,100.0,0.0,3.0,83.0,535.0,112.0,369.0,54.0,3.0,michigan,14.0
26,Alpena,23.0,0.0,0.0,14.0,51.0,12.0,39.0,0.0,0.0,michigan,9.0
27,Antrim,33.0,1.0,0.0,20.0,130.0,36.0,85.0,9.0,2.0,michigan,12.0
28,Arenac,25.0,0.0,1.0,17.0,71.0,35.0,33.0,3.0,2.0,michigan,7.0
29,Baraga,3.0,0.0,0.0,3.0,15.0,4.0,9.0,2.0,0.0,michigan,0.0
30,Barry,83.0,2.0,2.0,26.0,304.0,78.0,205.0,21.0,0.0,michigan,53.0
31,Benzie,19.0,0.0,0.0,15.0,38.0,6.0,28.0,4.0,1.0,michigan,4.0
32,Branch,13.0,0.0,0.0,10.0,119.0,38.0,67.0,14.0,1.0,michigan,3.0
33,Charlevoix,30.0,0.0,0.0,18.0,96.0,41.0,52.0,3.0,1.0,michigan,12.0
34,Cheboygan,22.0,0.0,0.0,13.0,30.0,8.0,21.0,1.0,0.0,michigan,9.0
35,Chippewa,6.0,0.0,0.0,3.0,11.0,3.0,8.0,0.0,1.0,michigan,3.0
36,Crawford,21.0,0.0,0.0,16.0,95.0,40.0,50.0,5.0,1.0,michigan,5.0
37,Delta,4.0,0.0,0.0,3.0,46.0,2.0,41.0,3.0,0.0,michigan,1.0
38,Dickinson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michigan,1.0
39,Emmet,50.0,0.0,0.0,40.0,72.0,10.0,60.0,2.0,1.0,michigan,10.0
40,Gladwin,31.0,0.0,0.0,29.0,115.0,49.0,61.0,5.0,2.0,michigan,2.0
41,Gogebic,4.0,0.0,0.0,3.0,29.0,6.0,22.0,1.0,1.0,michigan,1.0
42,Grand Traverse,145.0,2.0,4.0,82.0,510.0,65.0,430.0,15.0,4.0,michigan,57.0
43,Gratiot,34.0,1.0,1.0,20.0,273.0,19.0,239.0,15.0,2.0,michigan,12.0
44,Hillsdale,70.0,0.0,0.0,52.0,133.0,57.0,60.0,16.0,6.0,michigan,18.0
45,Huron,16.0,0.0,1.0,8.0,91.0,31.0,57.0,3.0,1.0,michigan,7.0
46,Iosco,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,michigan,0.0
47,Iron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,michigan,0.0
48,Isabella,47.0,0.0,3.0,24.0,256.0,51.0,186.0,19.0,2.0,michigan,20.0
49,Keweenaw,1.0,0.0,0.0,0.0,13.0,5.0,8.0,0.0,0.0,michigan,1.0
50,Leelanau,7.0,0.0,0.0,5.0,39.0,11.0,27.0,1.0,0.0,michigan,2.0
51,Lenawee,45.0,2.0,2.0,22.0,169.0,54.0,105.0,10.0,4.0,michigan,19.0
52,Luce,35.0,0.0,0.0,34.0,84.0,15.0,67.0,2.0,0.0,michigan,1.0
53,Mackinac,10.0,0.0,0.0,8.0,107.0,9.0,97.0,1.0,0.0,michigan,2.0
54,Manistee,39.0,0.0,0.0,22.0,118.0,19.0,94.0,5.0,2.0,michigan,17.0
55,Marquette,15.0,0.0,1.0,8.0,87.0,3.0,77.0,7.0,1.0,michigan,6.0
56,Mason,36.0,2.0,0.0,27.0,138.0,29.0,106.0,3.0,0.0,michigan,7.0
57,Mecosta,99.0,1.0,1.0,82.0,378.0,85.0,269.0,24.0,9.0,michigan,15.0
58,Menominee,19.0,1.0,0.0,13.0,63.0,34.0,28.0,1.0,0.0,michigan,5.0
59,Missaukee,26.0,0.0,0.0,21.0,51.0,8.0,40.0,3.0,2.0,michigan,5.0
60,Montmorency,9.0,0.0,0.0,8.0,17.0,5.0,10.0,2.0,1.0,michigan,1.0
61,Newaygo,40.0,0.0,0.0,32.0,241.0,80.0,152.0,9.0,2.0,michigan,8.0
62,Oceana,46.0,0.0,0.0,41.0,186.0,56.0,122.0,8.0,1.0,michigan,5.0
63,Ogemaw,12.0,0.0,0.0,8.0,138.0,42.0,94.0,2.0,1.0,michigan,4.0
64,Ontonagon,8.0,0.0,0.0,8.0,14.0,3.0,8.0,3.0,0.0,michigan,0.0
65,Osceola,31.0,0.0,0.0,18.0,140.0,34.0,98.0,8.0,0.0,michigan,13.0
66,Oscoda,18.0,0.0,0.0,11.0,74.0,18.0,47.0,9.0,1.0,michigan,7.0
67,Otsego,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,michigan,0.0
68,Presque Isle,10.0,0.0,0.0,8.0,33.0,6.0,23.0,4.0,0.0,michigan,2.0
69,Sanilac,34.0,0.0,2.0,29.0,87.0,34.0,41.0,12.0,0.0,michigan,3.0
70,Schoolcraft,1.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,michigan,0.0
71,St. Joseph,67.0,1.0,2.0,49.0,224.0,81.0,113.0,30.0,2.0,michigan,15.0
72,Tuscola,61.0,1.0,1.0,41.0,160.0,56.0,91.0,13.0,1.0,michigan,18.0
73,Van Buren,97.0,1.0,1.0,63.0,376.0,114.0,231.0,31.0,3.0,michigan,32.0
74,Wexford,25.0,0.0,0.0,10.0,260.0,92.0,153.0,15.0,0.0,michigan,15.0
0,Carbon,21.0,0.0,1.0,18.0,43.0,10.0,25.0,8.0,0.0,montana,2.0
1,Cascade2,,,3.0,69.0,248.0,57.0,157.0,34.0,4.0,montana,4.0
2,Stillwater,18.0,0.0,0.0,15.0,52.0,8.0,36.0,8.0,1.0,montana,3.0
3,Yellowstone,143.0,3.0,6.0,116.0,656.0,85.0,482.0,89.0,4.0,montana,18.0
4,Beaverhead,3.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,montana,0.0
5,Big Horn,53.0,0.0,2.0,45.0,46.0,2.0,36.0,8.0,1.0,montana,6.0
6,Broadwater,27.0,0.0,0.0,22.0,31.0,6.0,22.0,3.0,0.0,montana,5.0
7,Butte-Silver Bow,120.0,0.0,6.0,105.0,1372.0,154.0,1070.0,148.0,4.0,montana,9.0
8,Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,montana,0.0
9,Custer,6.0,0.0,0.0,6.0,29.0,2.0,21.0,6.0,0.0,montana,0.0
10,Dawson,10.0,0.0,0.0,8.0,12.0,4.0,7.0,1.0,1.0,montana,2.0
11,Deer Lodge,13.0,0.0,0.0,12.0,268.0,66.0,176.0,26.0,1.0,montana,1.0
12,Fergus,13.0,0.0,0.0,11.0,32.0,3.0,20.0,9.0,2.0,montana,2.0
13,Flathead,191.0,2.0,6.0,147.0,862.0,141.0,622.0,99.0,4.0,montana,36.0
14,Gallatin,86.0,0.0,0.0,61.0,392.0,25.0,333.0,34.0,1.0,montana,25.0
15,Garfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,montana,0.0
16,Golden Valley,2.0,0.0,0.0,2.0,7.0,3.0,4.0,0.0,0.0,montana,0.0
17,Hill,22.0,1.0,1.0,17.0,146.0,10.0,119.0,17.0,4.0,montana,3.0
18,Jefferson,23.0,0.0,0.0,21.0,83.0,27.0,42.0,14.0,0.0,montana,2.0
19,Lake,81.0,3.0,1.0,67.0,260.0,52.0,163.0,45.0,3.0,montana,10.0
20,Lewis and Clark,63.0,1.0,1.0,49.0,330.0,74.0,201.0,55.0,3.0,montana,12.0
21,Lincoln,22.0,0.0,0.0,20.0,69.0,6.0,56.0,7.0,0.0,montana,2.0
22,Madison,10.0,0.0,0.0,8.0,50.0,11.0,31.0,8.0,1.0,montana,2.0
23,McCone,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,montana,0.0
24,Meagher,6.0,0.0,0.0,6.0,8.0,3.0,5.0,0.0,0.0,montana,0.0
25,Musselshell,11.0,0.0,0.0,10.0,28.0,2.0,21.0,5.0,2.0,montana,1.0
26,Park,12.0,0.0,0.0,6.0,26.0,2.0,21.0,3.0,0.0,montana,6.0
27,Phillips,15.0,0.0,0.0,13.0,52.0,8.0,34.0,10.0,0.0,montana,2.0
28,Powell,12.0,1.0,0.0,8.0,19.0,4.0,8.0,7.0,1.0,montana,3.0
29,Prairie,11.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,montana,0.0
30,Ravalli,65.0,0.0,0.0,54.0,266.0,50.0,196.0,20.0,3.0,montana,11.0
31,Richland,14.0,0.0,0.0,13.0,32.0,7.0,20.0,5.0,0.0,montana,1.0
32,Roosevelt,60.0,0.0,3.0,54.0,65.0,26.0,26.0,13.0,2.0,montana,3.0
33,Sanders,5.0,0.0,0.0,4.0,35.0,5.0,27.0,3.0,0.0,montana,1.0
34,Sweet Grass,20.0,1.0,0.0,16.0,46.0,2.0,36.0,8.0,0.0,montana,3.0
35,Teton,9.0,0.0,0.0,6.0,28.0,5.0,18.0,5.0,0.0,montana,3.0
36,Toole,30.0,0.0,0.0,26.0,51.0,4.0,43.0,4.0,0.0,montana,4.0
37,Valley,22.0,0.0,0.0,19.0,15.0,1.0,13.0,1.0,0.0,montana,3.0
38,Wheatland,9.0,0.0,0.0,9.0,7.0,0.0,6.0,1.0,0.0,montana,0.0
0,Adams,513.0,7.0,76.0,336.0,2845.0,350.0,1608.0,887.0,23.0,colorado,94.0
1,Boulder,85.0,1.0,8.0,65.0,617.0,143.0,431.0,43.0,3.0,colorado,11.0
2,Douglas,318.0,2.0,21.0,196.0,2098.0,328.0,1610.0,160.0,20.0,colorado,99.0
3,Elbert,5.0,0.0,0.0,4.0,5.0,1.0,2.0,2.0,1.0,colorado,1.0
4,El Paso,484.0,7.0,50.0,315.0,2351.0,402.0,1509.0,440.0,23.0,colorado,112.0
5,Gilpin,25.0,0.0,4.0,19.0,83.0,21.0,55.0,7.0,1.0,colorado,2.0
6,Larimer,211.0,2.0,7.0,178.0,753.0,134.0,531.0,88.0,8.0,colorado,24.0
7,Mesa,164.0,5.0,18.0,105.0,1059.0,249.0,694.0,116.0,17.0,colorado,36.0
8,Park,41.0,1.0,1.0,33.0,65.0,17.0,42.0,6.0,2.0,colorado,6.0
9,Pueblo,45.0,2.0,5.0,38.0,1058.0,183.0,720.0,155.0,1.0,colorado,0.0
10,Teller,13.0,0.0,0.0,12.0,53.0,14.0,31.0,8.0,1.0,colorado,1.0
11,Weld,136.0,2.0,10.0,100.0,664.0,128.0,415.0,121.0,8.0,colorado,24.0
12,Archuleta,46.0,0.0,1.0,32.0,125.0,38.0,73.0,14.0,1.0,colorado,13.0
13,Baca,3.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,colorado,0.0
